"","Nível Territorial (Código)","Nível Territorial","Município (Código)","Município","Trimestre (Código)","Trimestre","Variável (Código)","Variável","Sexo (Código)","Sexo","Unidade de Medida (Código)","Unidade de Medida","Valor"
"1461","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8388","Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","2","%",35.7
"1462","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8388","Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","2","%",64.3
"1463","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8389","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","2","%",NA
"1464","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8389","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","2","%",13.5
"1465","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8389","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","2","%",7.5
"1466","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8348","Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","1572","Mil pessoas",395
"1467","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8348","Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","1572","Mil pessoas",161
"1468","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8348","Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","1572","Mil pessoas",234
"1469","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","2","%",5.3
"1470","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","2","%",7.7
"1471","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","2","%",6.2
"1472","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8390","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","2","%",100
"1473","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8390","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","2","%",40.7
"1474","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8390","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","2","%",59.3
"1475","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8391","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","2","%",NA
"1476","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8391","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","2","%",5.3
"1477","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8391","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","2","%",3.7
"1478","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8350","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","1572","Mil pessoas",390
"1479","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8350","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","1572","Mil pessoas",158
"1480","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8350","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","1572","Mil pessoas",232
"1481","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",4.5
"1482","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",7.7
"1483","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",6.2
"1484","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8392","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",100
"1485","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8392","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",40.5
"1486","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8392","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",59.5
"1487","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8393","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",NA
"1488","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8393","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",6.3
"1489","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8393","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",4.3
"1490","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8352","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","1572","Mil pessoas",499
"1491","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8352","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","1572","Mil pessoas",197
"1492","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8352","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","1572","Mil pessoas",302
"1493","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","2","%",4.3
"1494","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","2","%",7
"1495","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","2","%",5.2
"1496","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8394","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","2","%",100
"1497","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8394","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","2","%",39.4
"1498","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8394","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","2","%",60.6
"1499","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8395","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","2","%",NA
"1500","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8395","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","2","%",5.1
"1501","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8395","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","2","%",3.3
"1502","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8354","Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","1572","Mil pessoas",1737
"1503","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8354","Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","1572","Mil pessoas",830
"1504","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8354","Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","1572","Mil pessoas",907
"1505","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",1.4
"1506","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",2.4
"1507","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",2.5
"1508","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",100
"1509","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",47.8
"1510","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",52.2
"1511","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",NA
"1512","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",2.1
"1513","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",1.9
"1514","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","1572","Mil pessoas",275
"1515","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","1572","Mil pessoas",115
"1516","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","1572","Mil pessoas",160
"1517","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",6.4
"1518","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",9.1
"1519","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",7.8
"1520","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",100
"1521","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",41.8
"1522","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",58.2
"1523","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",NA
"1524","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",6.3
"1525","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",4.5
"1526","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","1572","Mil pessoas",124
"1527","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","1572","Mil pessoas",48
"1528","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","1572","Mil pessoas",75
"1529","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",9.7
"1530","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",13
"1531","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",11.6
"1532","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",100
"1533","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",39.2
"1534","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",60.8
"1535","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",NA
"1536","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",9.1
"1537","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",5.9
"1538","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8346","Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","1572","Mil pessoas",96
"1539","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8346","Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","1572","Mil pessoas",36
"1540","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8346","Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","1572","Mil pessoas",60
"1541","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","2","%",12.3
"1542","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","2","%",19.8
"1543","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","2","%",12.4
"1544","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8388","Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","2","%",100
"1545","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8388","Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","2","%",37.7
"1546","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8388","Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","2","%",62.3
"1547","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8389","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","2","%",NA
"1548","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8389","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","2","%",12.4
"1549","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8389","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","2","%",7.5
"1550","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8348","Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","1572","Mil pessoas",371
"1551","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8348","Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","1572","Mil pessoas",151
"1552","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8348","Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","1572","Mil pessoas",220
"1553","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","2","%",6
"1554","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","2","%",9.2
"1555","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","2","%",6.4
"1556","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8390","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","2","%",100
"1557","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8390","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","2","%",40.7
"1558","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8390","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","2","%",59.3
"1559","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8391","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","2","%",NA
"1560","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8391","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","2","%",5.8
"1561","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8391","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","2","%",4
"1562","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8350","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","1572","Mil pessoas",398
"1563","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8350","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","1572","Mil pessoas",163
"1564","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8350","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","1572","Mil pessoas",235
"1565","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",5.7
"1566","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",7.9
"1567","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",6.6
"1568","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8392","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",100
"1569","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8392","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",41
"1570","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8392","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",59
"1571","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8393","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",NA
"1572","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8393","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",5.2
"1573","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8393","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",3.6
"1574","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8352","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","1572","Mil pessoas",495
"1575","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8352","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","1572","Mil pessoas",200
"1576","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8352","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","1572","Mil pessoas",295
"1577","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","2","%",5.4
"1578","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","2","%",8.2
"1579","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","2","%",5.6
"1580","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8394","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","2","%",100
"1581","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8394","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","2","%",40.4
"1582","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8394","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","2","%",59.6
"1583","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8395","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","2","%",NA
"1584","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8395","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","2","%",5
"1585","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8395","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","2","%",3.4
"1586","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8354","Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","1572","Mil pessoas",1709
"1587","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8354","Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","1572","Mil pessoas",833
"1588","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8354","Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","1572","Mil pessoas",876
"1589","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",1.5
"1590","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",2.3
"1591","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",2.5
"1592","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",100
"1593","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",48.7
"1594","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",51.3
"1595","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",NA
